Elevator call,0,-1,3,5,Done,dt,13.0
Elevator call,0,-1,3,6,Done,dt,12.0
Elevator call,0,-1,3,7,Done,dt,7.125
Elevator call,0,-1,3,8,Done,dt,9.500000000000002
Elevator call,0,-1,3,9,Done,dt,12.0
